name;job;city;age;children;balance
Кравчикова Владислава Игнатиевна;Инструктор по видам спорта;Нуакшот;19;1;176117
Шилова Евдокия Павеловна;Закройщик;Нови-Пазар;26;1;795655
Кулешов Всеволод Брониславович;Астроном;Саппоро;89;1;980652
Кузьминыха Клара Геннадиевна;Продюсер;Нзерекоре;4;3;855866
Ярусов Виктор Сергеевич;Разведчик;Лобаце;37;1;635834
Лунин Глеб Сергеевич;Слесарь-механик;Бильбао;49;0;900116
Стаина Нина Иларионовна;Комбайнер;Пьятра-Нямц;2;1;983521
Богачёва Людмила Игоревна;Производственный мастер;Гюмри;61;2;99853
Белоконь Богдан Якубович;Физик;Чеджу;66;1;526825
Ерхова Светлана Потаповна;Прораб;Замбоанга;9;3;837281
Ярина Анна Трофимовна;Винодел;Ла-Серена;13;4;366699
Запорожеца Агафья Ипполитовна;Финансист;Сянган;26;1;619721
Ионова Марина Серафимовна;Логопед;Кисмайо;3;0;486114
Языкина Вероника Никитевна;Месильщик;Бутаритари;0;4;382049
Жербин Денис Андреевич;Страховой агент;Басра;0;2;550476
Науменко Ярослав Венедиктович;Нотариус;Клагенфурт;50;4;398956
Пирожков Мир Миронович;Фотомодель;Бревик;82;2;28198
Кушкина Евгения Андрияновна;Прораб;Накала;86;3;560120
Палюлин Рюрик Гордеевич;Инженер-химик;Цгутинг;24;1;638489
Завразин Денис Захарович;Библиотекарь;Небби;4;1;509003
Евстигнеев Валерий Валериевич;Консультант по туризму;Коросаль;77;1;511292
Энгалычев Семён Эмилевич;Портье;Эш-Шихр;76;4;456757
Хватов Степан Аполлинариевич;Администратор сайта;Пасиг;31;3;206176
Шаньгин Осип Яковович;Менеджер по туризму;Фредериксхавн;6;1;939545
Киреева Полина Марковна;Педиатр;Дуки-ди-Кашиас;7;1;854798
Шумякин Артём Артемиевич;Египтолог;Аккра;82;4;620545
Кузаева Антонина Ефимовна;Столяр;Шенди;2;1;936676
Тальдаев Всеволод Ильевич;Тракторист;Тархуна;25;1;767761
Батрутдинов Алексей Матвеевич;Винодел;Рехобот;79;3;446930
Рюмов Мир Макарович;Сталевар;Лаи;24;2;811920
Власова Юлия Якововна;Технический писатель;Саривон;38;4;282715
Жванеца Евгения Леонидовна;Технический писатель;Эш-Шихр;49;2;136840
Шапошников Соломон Кондратович;Часовщик;Фонвьей;34;2;152008
Корявова Александра Ростиславовна;Билетный кассир;Новогрудок;5;1;549591
Антипин Ким Сидорович;Вирусолог;Ярославль;90;4;83282
Бердяева Агния Трофимовна;Политолог;Иппи;38;0;189026
Потапова Юлия Михеевна;Продавец;Шаньтоу;71;0;343750
Старкова Алина Брониславовна;Судья;Уотерлу;26;3;95672
Легкодимов Эмиль Прокофиевич;Маникюрша;Араука;6;2;337005
Ягупов Павел Егорович;Египтолог;Ростов-на-Дону;67;0;802887
Сиякаева Варвара Якововна;Диетолог;Бельско-Бяла;39;1;356201
Крутой Богдан Аполлинариевич;Консультант по туризму;Дюекуэ;71;2;584229
Блокова Марфа Александровна;Киномеханик;Ларвик;45;3;404846
Квитко Нона Виталиевна;Оператор машинного доения;Бута-Буте;32;0;370849
Голубева Мария Иосифовна;Психотерапевт;Реджо-ди-Калабрия;16;0;659393
Ягода Павел Ростиславович;Онколог;Феринихинг;81;3;371124
Чибисов Михей Леонович;Офтальмолог;Шираз;11;4;489349
Яржемковский Алексей Арсениевич;Прозектор;Пхонсаван;89;0;504700
Жилина Яна Никитевна;Месильщик;Йёнчёпинг;34;2;403931
Васнецова Екатерина Данииловна;Автомеханик;Ривьер-дю-Рампар;25;0;914551
